,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
1454,Otu109,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1455,Otu43,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1456,Otu141,7977.12129,9,Soil near roots,WT,3.90185164,9Soil near rootsWT
1457,Otu196,3519.467767,9,Soil near roots,WT,3.546489332,9Soil near rootsWT
1458,Otu265,5862,9,Soil near roots,WT,3.768053223,9Soil near rootsWT
1459,Otu67,12014.89581,9,Soil near roots,WT,4.079723624,9Soil near rootsWT
1460,Otu148,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1461,Otu47,1278.115184,9,Soil near roots,WT,3.106603972,9Soil near rootsWT
1462,Otu150,4,9,Soil near roots,WT,0.612783857,9Soil near rootsWT
1463,Otu149,3671.831761,9,Soil near roots,WT,3.564894602,9Soil near rootsWT
1464,Otu94,11511.80223,9,Soil near roots,WT,4.061147092,9Soil near rootsWT
1465,Otu100,9777.762496,9,Soil near roots,WT,3.990243926,9Soil near rootsWT
1466,Otu197,3.5,9,Soil near roots,WT,0.556302501,9Soil near rootsWT
1467,Otu88,6930.326633,9,Soil near roots,WT,3.84075997,9Soil near rootsWT
1468,Otu128,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1469,Otu166,101,9,Soil near roots,WT,2.004751156,9Soil near rootsWT
1470,Otu72,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1471,Otu122,2258.675,9,Soil near roots,WT,3.353872972,9Soil near rootsWT
1472,Otu145,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1473,Otu90,1335.546489,9,Soil near roots,WT,3.125691527,9Soil near rootsWT
1474,Otu108,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1475,Otu96,832.9720695,9,Soil near roots,WT,2.920682574,9Soil near rootsWT
1476,Otu163,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1477,Otu1821,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1478,Otu193,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1479,Otu56,12416.21238,9,Soil near roots,WT,4.09399263,9Soil near rootsWT
1480,Otu151,875.0937729,9,Soil near roots,WT,2.942104219,9Soil near rootsWT
1481,Otu107,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1482,Otu183,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1483,Otu216,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1484,Otu245,15694.36667,9,Soil near roots,WT,4.195746562,9Soil near rootsWT
1485,Otu144,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1486,Otu123,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1487,Otu1410,5965.0445,9,Soil near roots,WT,3.775620968,9Soil near rootsWT
1488,Otu1257,1619,9,Soil near roots,WT,3.209273673,9Soil near rootsWT
1489,Otu261,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1490,Otu132,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1491,Otu242,12.5,9,Soil near roots,WT,1.100370545,9Soil near rootsWT
1492,Otu84,65,9,Soil near roots,WT,1.813580989,9Soil near rootsWT
1493,Otu126,9520.343075,9,Soil near roots,WT,3.978657161,9Soil near rootsWT
1494,Otu297,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1495,Otu156,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1496,Otu97,9164.027649,9,Soil near roots,WT,3.96209113,9Soil near rootsWT
1497,Otu227,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1498,Otu106,1550.44224,9,Soil near roots,WT,3.190483602,9Soil near rootsWT
1499,Otu81,5067.437423,9,Soil near roots,WT,3.704796965,9Soil near rootsWT
1500,Otu86,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1501,Otu82,544.25,9,Soil near roots,WT,2.735878227,9Soil near rootsWT
1502,Otu85,5339.166667,9,Soil near roots,WT,3.727481612,9Soil near rootsWT
1503,Otu101,351.301801,9,Soil near roots,WT,2.545803983,9Soil near rootsWT
1504,Otu283,179.4167682,9,Soil near roots,WT,2.254105021,9Soil near rootsWT
1505,Otu131,14222.12642,9,Soil near roots,WT,4.152967588,9Soil near rootsWT
1506,Otu157,3751,9,Soil near roots,WT,3.574158642,9Soil near rootsWT
1507,Otu300,23051.28095,9,Soil near roots,WT,4.362696948,9Soil near rootsWT
1508,Otu185,3414.734976,9,Soil near roots,WT,3.533369721,9Soil near rootsWT
1509,Otu839,1842.686125,9,Soil near roots,WT,3.265474934,9Soil near rootsWT
1510,Otu314,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1511,Otu252,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1512,Otu147,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1513,Otu340,4710.698645,9,Soil near roots,WT,3.673094541,9Soil near rootsWT
1514,Otu286,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1515,Otu259,8429.6573,9,Soil near roots,WT,3.925815071,9Soil near rootsWT
1516,Otu308,77.61236424,9,Soil near roots,WT,1.890490122,9Soil near rootsWT
1517,Otu290,1784.357834,9,Soil near roots,WT,3.25150629,9Soil near rootsWT
1518,Otu752,3399.220606,9,Soil near roots,WT,3.531392127,9Soil near rootsWT
1519,Otu365,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1520,Otu16793,1251.022955,9,Soil near roots,WT,3.097299992,9Soil near rootsWT
1521,Otu112,4356.38276,9,Soil near roots,WT,3.639136,9Soil near rootsWT
1522,Otu213,3483,9,Soil near roots,WT,3.541965943,9Soil near rootsWT
1523,Otu2197,9397.443894,9,Soil near roots,WT,3.973014363,9Soil near rootsWT
1524,Otu14745,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1525,Otu652,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1526,Otu121,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1527,Otu413,4166.798075,9,Soil near roots,WT,3.619812877,9Soil near rootsWT
1528,Otu359,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1529,Otu534,6360,9,Soil near roots,WT,3.803463944,9Soil near rootsWT
1530,Otu267,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1531,Otu757,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1532,Otu304,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1533,Otu453,1617,9,Soil near roots,WT,3.208736877,9Soil near rootsWT
1534,Otu191,18435.61314,9,Soil near roots,WT,4.265659942,9Soil near rootsWT
1535,Otu146,4526.437423,9,Soil near roots,WT,3.655766115,9Soil near rootsWT
1536,Otu223,14,9,Soil near roots,WT,1.149219113,9Soil near rootsWT
1537,Otu347,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1538,Otu864,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1539,Otu824,1079.60166,9,Soil near roots,WT,3.033303769,9Soil near rootsWT
1540,Otu8564,525,9,Soil near roots,WT,2.720242018,9Soil near rootsWT
1541,Otu155,887.8795238,9,Soil near roots,WT,2.948402951,9Soil near rootsWT
1542,Otu120,4,9,Soil near roots,WT,0.612783857,9Soil near rootsWT
1543,Otu369,30.5,9,Soil near roots,WT,1.485721426,9Soil near rootsWT
1544,Otu241,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1545,Otu212,548.4339651,9,Soil near roots,WT,2.739203524,9Soil near rootsWT
1546,Otu384,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1547,Otu16744,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1548,Otu134,20089.44972,9,Soil near roots,WT,4.302970203,9Soil near rootsWT
1549,Otu257,5106.037745,9,Soil near roots,WT,3.708092526,9Soil near rootsWT
1550,Otu361,28360.11638,9,Soil near roots,WT,4.45270954,9Soil near rootsWT
1551,Otu511,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1552,Otu352,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1553,Otu432,902.2125826,9,Soil near roots,WT,2.955357014,9Soil near rootsWT
1554,Otu392,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1555,Otu281,639.2462797,9,Soil near roots,WT,2.805736142,9Soil near rootsWT
1556,Otu1618,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1557,Otu375,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1558,Otu135,2372.812367,9,Soil near roots,WT,3.3752817,9Soil near rootsWT
1559,Otu221,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1560,Otu256,5,9,Soil near roots,WT,0.707570176,9Soil near rootsWT
1561,Otu170,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1562,Otu292,2155,9,Soil near roots,WT,3.333467427,9Soil near rootsWT
1563,Otu230,5917.584776,9,Soil near roots,WT,3.772151827,9Soil near rootsWT
1564,Otu367,5444.187745,9,Soil near roots,WT,3.735941071,9Soil near rootsWT
1565,Otu251,2156.22417,9,Soil near roots,WT,3.333714051,9Soil near rootsWT
1566,Otu464,264.0079365,9,Soil near roots,WT,2.421781452,9Soil near rootsWT
1567,Otu272,5862.694342,9,Soil near roots,WT,3.76810466,9Soil near rootsWT
1568,Otu4057,0.666666667,9,Soil near roots,WT,-0.115393419,9Soil near rootsWT
1569,Otu262,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1570,Otu433,898.7230568,9,Soil near roots,WT,2.953674205,9Soil near rootsWT
1571,Otu360,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1572,Otu428,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1573,Otu391,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1574,Otu219,5200.477869,9,Soil near roots,WT,3.716051604,9Soil near rootsWT
1575,Otu373,91.09667555,9,Soil near roots,WT,1.959979007,9Soil near rootsWT
1576,Otu358,8089.616534,9,Soil near roots,WT,3.907933304,9Soil near rootsWT
1577,Otu498,1302.686125,9,Soil near roots,WT,3.114873125,9Soil near rootsWT
1578,Otu396,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1579,Otu335,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1580,Otu8921,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1581,Otu236,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1582,Otu734,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1583,Otu530,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1584,Otu2224,4420.511538,9,Soil near roots,WT,3.645482353,9Soil near rootsWT
1585,Otu337,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1586,Otu339,3745,9,Soil near roots,WT,3.573463419,9Soil near rootsWT
1587,Otu6891,978.7285714,9,Soil near roots,WT,2.990706638,9Soil near rootsWT
1588,Otu2774,1299.083333,9,Soil near roots,WT,3.113670441,9Soil near rootsWT
1589,Otu602,20.66666667,9,Soil near roots,WT,1.317366792,9Soil near rootsWT
1590,Otu271,4651.71514,9,Soil near roots,WT,3.667622448,9Soil near rootsWT
1591,Otu778,1887.325,9,Soil near roots,WT,3.275869703,9Soil near rootsWT
1592,Otu237,29615.7277,9,Soil near roots,WT,4.471523875,9Soil near rootsWT
1593,Otu434,15139.90516,9,Soil near roots,WT,4.180126023,9Soil near rootsWT
1594,Otu211,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1595,Otu229,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1596,Otu1484,269.5,9,Soil near roots,WT,2.430719888,9Soil near rootsWT
1597,Otu14411,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1598,Otu357,4901.182356,9,Soil near roots,WT,3.690309722,9Soil near rootsWT
1599,Otu209,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1600,Otu1211,2798.898551,9,Soil near roots,WT,3.447002674,9Soil near rootsWT
1601,Otu362,1180.327964,9,Soil near roots,WT,3.072039489,9Soil near rootsWT
1602,Otu307,1619,9,Soil near roots,WT,3.209273673,9Soil near rootsWT
1603,Otu1070,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1604,Otu268,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1605,Otu202,6.666666667,9,Soil near roots,WT,0.830374783,9Soil near rootsWT
1606,Otu9202,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1607,Otu255,2,9,Soil near roots,WT,0.322219295,9Soil near rootsWT
1608,Otu301,4824.32831,9,Soil near roots,WT,3.683445857,9Soil near rootsWT
1609,Otu552,1349,9,Soil near roots,WT,3.130044142,9Soil near rootsWT
1610,Otu215,1167.170449,9,Soil near roots,WT,3.067171491,9Soil near rootsWT
1611,Otu502,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1612,Otu479,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1613,Otu892,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1614,Otu1871,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1615,Otu381,6,9,Soil near roots,WT,0.785329835,9Soil near rootsWT
1616,Otu11847,1619,9,Soil near roots,WT,3.209273673,9Soil near rootsWT
1617,Otu3002,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1618,Otu16975,1.166666667,9,Soil near roots,WT,0.102662342,9Soil near rootsWT
1619,Otu416,2162,9,Soil near roots,WT,3.334875777,9Soil near rootsWT
1620,Otu470,164.416589,9,Soil near roots,WT,2.216209696,9Soil near rootsWT
1621,Otu594,59.5,9,Soil near roots,WT,1.77524626,9Soil near rootsWT
1622,Otu240,3262.1,9,Soil near roots,WT,3.513510583,9Soil near rootsWT
1623,Otu324,608.5199369,9,Soil near roots,WT,2.784346175,9Soil near rootsWT
1624,Otu390,15280.66809,9,Soil near roots,WT,4.184145185,9Soil near rootsWT
1625,Otu488,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1626,Otu326,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1627,Otu311,1736.680914,9,Soil near roots,WT,3.239745038,9Soil near rootsWT
1628,Otu320,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1629,Otu404,1116.392147,9,Soil near roots,WT,3.047855673,9Soil near rootsWT
1630,Otu1806,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1631,Otu264,0.5,9,Soil near roots,WT,-0.22184875,9Soil near rootsWT
1632,Otu1202,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1633,Otu495,111.7487687,9,Soil near roots,WT,2.048631208,9Soil near rootsWT
1634,Otu16992,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1635,Otu244,2152,9,Soil near roots,WT,3.332862447,9Soil near rootsWT
1636,Otu1467,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1637,Otu483,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1638,Otu12704,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1639,Otu973,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1640,Otu287,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1641,Otu2513,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1642,Otu263,6,9,Soil near roots,WT,0.785329835,9Soil near rootsWT
1643,Otu953,1607.627597,9,Soil near roots,WT,3.206212467,9Soil near rootsWT
1644,Otu16854,1648.61413,9,Soil near roots,WT,3.21714536,9Soil near rootsWT
1645,Otu965,4062.951606,9,Soil near roots,WT,3.608852338,9Soil near rootsWT
1646,Otu269,3,9,Soil near roots,WT,0.491361694,9Soil near rootsWT
1647,Otu744,11,9,Soil near roots,WT,1.045322979,9Soil near rootsWT
1648,Otu805,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1649,Otu654,1620,9,Soil near roots,WT,3.209541822,9Soil near rootsWT
1650,Otu465,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1651,Otu279,809.1666667,9,Soil near roots,WT,2.908091652,9Soil near rootsWT
1652,Otu4425,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1653,Otu258,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1654,Otu317,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1655,Otu936,2996.683694,9,Soil near roots,WT,3.476655397,9Soil near rootsWT
1656,Otu399,57.28333333,9,Soil near roots,WT,1.758785772,9Soil near rootsWT
1657,Otu387,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1658,Otu419,1321.549619,9,Soil near roots,WT,3.121116335,9Soil near rootsWT
1659,Otu1590,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1660,Otu589,5,9,Soil near roots,WT,0.707570176,9Soil near rootsWT
1661,Otu817,5527.511408,9,Soil near roots,WT,3.742537504,9Soil near rootsWT
1662,Otu368,10851.69714,9,Soil near roots,WT,4.035501667,9Soil near rootsWT
1663,Otu561,10628.34189,9,Soil near roots,WT,4.026469603,9Soil near rootsWT
1664,Otu298,1617,9,Soil near roots,WT,3.208736877,9Soil near rootsWT
1665,Otu409,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1666,Otu15569,909.0268473,9,Soil near roots,WT,2.958624483,9Soil near rootsWT
1667,Otu1350,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1668,Otu876,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1669,Otu570,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1670,Otu280,898.1333333,9,Soil near roots,WT,2.953389168,9Soil near rootsWT
1671,Otu1660,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1672,Otu3551,1121.749754,9,Soil near roots,WT,3.049934697,9Soil near rootsWT
1673,Otu792,17,9,Soil near roots,WT,1.23299611,9Soil near rootsWT
1674,Otu473,2329.333333,9,Soil near roots,WT,3.367250286,9Soil near rootsWT
1675,Otu500,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1676,Otu481,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1677,Otu439,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1678,Otu10532,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1679,Otu775,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1680,Otu975,0.333333333,9,Soil near roots,WT,-0.363177902,9Soil near rootsWT
1681,Otu506,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1682,Otu580,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1683,Otu289,14284.12642,9,Soil near roots,WT,4.154856726,9Soil near rootsWT
1684,Otu793,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1685,Otu667,773.4198413,9,Soil near roots,WT,2.888471458,9Soil near rootsWT
1686,Otu382,31185.93787,9,Soil near roots,WT,4.493960202,9Soil near rootsWT
1687,Otu1825,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1688,Otu364,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1689,Otu582,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1690,Otu1363,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1691,Otu680,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1692,Otu1017,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1693,Otu637,0.583333333,9,Soil near roots,WT,-0.165367394,9Soil near rootsWT
1694,Otu284,4416.399039,9,Soil near roots,WT,3.64507814,9Soil near rootsWT
1695,Otu950,2818.761031,9,Soil near roots,WT,3.450073666,9Soil near rootsWT
1696,Otu6409,29317.68343,9,Soil near roots,WT,4.467131132,9Soil near rootsWT
1697,Otu513,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1698,Otu295,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1699,Otu341,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1700,Otu615,819.9576587,9,Soil near roots,WT,2.913844389,9Soil near rootsWT
1701,Otu7326,78.78333333,9,Soil near roots,WT,1.896985254,9Soil near rootsWT
1702,Otu2894,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1703,Otu690,1848.630933,9,Soil near roots,WT,3.266873708,9Soil near rootsWT
1704,Otu3449,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1705,Otu588,106.0253466,9,Soil near roots,WT,2.025819122,9Soil near rootsWT
1706,Otu647,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1707,Otu503,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1708,Otu458,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1709,Otu568,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1710,Otu16680,3224,9,Soil near roots,WT,3.508408504,9Soil near rootsWT
1711,Otu448,3898.631656,9,Soil near roots,WT,3.590923344,9Soil near rootsWT
1712,Otu316,719.6566051,9,Soil near roots,WT,2.857185659,9Soil near rootsWT
1713,Otu1006,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1714,Otu527,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1715,Otu653,5065.515518,9,Soil near roots,WT,3.704632224,9Soil near rootsWT
1716,Otu329,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1717,Otu431,477.354329,9,Soil near roots,WT,2.678931835,9Soil near rootsWT
1718,Otu1887,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1719,Otu455,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1720,Otu673,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1721,Otu632,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1722,Otu1008,56,9,Soil near roots,WT,1.748962861,9Soil near rootsWT
1723,Otu898,19,9,Soil near roots,WT,1.281033367,9Soil near rootsWT
1724,Otu442,28198.816,9,Soil near roots,WT,4.450232414,9Soil near rootsWT
1725,Otu383,31026.03903,9,Soil near roots,WT,4.491727734,9Soil near rootsWT
1726,Otu1832,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1727,Otu480,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1728,Otu857,449.1666667,9,Soil near roots,WT,2.652504197,9Soil near rootsWT
1729,Otu457,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1730,Otu587,1618,9,Soil near roots,WT,3.209005358,9Soil near rootsWT
1731,Otu646,280.3800977,9,Soil near roots,WT,2.44790205,9Soil near rootsWT
1732,Otu611,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1733,Otu848,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1734,Otu6755,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1735,Otu836,19438.2728,9,Soil near roots,WT,4.288659907,9Soil near rootsWT
1736,Otu926,1898.26509,9,Soil near roots,WT,3.278379739,9Soil near rootsWT
1737,Otu811,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1738,Otu549,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1739,Otu15731,6808.051805,9,Soil near roots,WT,3.833029231,9Soil near rootsWT
1740,Otu8416,1619,9,Soil near roots,WT,3.209273673,9Soil near rootsWT
1741,Otu408,9924.444341,9,Soil near roots,WT,3.996710576,9Soil near rootsWT
1742,Otu437,1.5,9,Soil near roots,WT,0.204119983,9Soil near rootsWT
1743,Otu356,1673.217767,9,Soil near roots,WT,3.223578422,9Soil near rootsWT
1744,Otu845,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1745,Otu468,1081,9,Soil near roots,WT,3.033865867,9Soil near rootsWT
1746,Otu783,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1747,Otu435,4,9,Soil near roots,WT,0.612783857,9Soil near rootsWT
1748,Otu363,2120.436187,9,Soil near roots,WT,3.326445688,9Soil near rootsWT
1749,Otu972,2999.577571,9,Soil near roots,WT,3.477074576,9Soil near rootsWT
1750,Otu12329,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1751,Otu801,4054.998544,9,Soil near roots,WT,3.608001413,9Soil near rootsWT
1752,Otu1514,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1753,Otu370,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1754,Otu1023,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1755,Otu993,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1756,Otu487,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1757,Otu3356,750.2907509,9,Soil near roots,WT,2.875287472,9Soil near rootsWT
1758,Otu852,837.0301227,9,Soil near roots,WT,2.92279297,9Soil near rootsWT
1759,Otu1638,231.392055,9,Soil near roots,WT,2.36453609,9Soil near rootsWT
1760,Otu418,2156,9,Soil near roots,WT,3.3336689,9Soil near rootsWT
1761,Otu1324,1094.633107,9,Soil near roots,WT,3.039308252,9Soil near rootsWT
1762,Otu756,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1763,Otu940,1816.883059,9,Soil near roots,WT,3.259350878,9Soil near rootsWT
1764,Otu907,1080,9,Soil near roots,WT,3.033463966,9Soil near rootsWT
1765,Otu743,1437.427749,9,Soil near roots,WT,3.157616237,9Soil near rootsWT
1766,Otu705,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1767,Otu1523,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1768,Otu460,4130.42385,9,Soil near roots,WT,3.616005134,9Soil near rootsWT
1769,Otu583,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1770,Otu854,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1771,Otu818,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1772,Otu426,18378.94217,9,Soil near roots,WT,4.264322874,9Soil near rootsWT
1773,Otu731,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1774,Otu4049,2685,9,Soil near roots,WT,3.428960465,9Soil near rootsWT
1775,Otu1247,5,9,Soil near roots,WT,0.707570176,9Soil near rootsWT
1776,Otu11408,0,9,Soil near roots,WT,-1,9Soil near rootsWT
