,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
5470,Otu590,0,9,RHZ,WT,-1,9RHZWT
5471,Otu607,0,9,RHZ,WT,-1,9RHZWT
5472,Otu2217,0,9,RHZ,WT,-1,9RHZWT
5473,Otu636,0,9,RHZ,WT,-1,9RHZWT
5474,Otu485,3129.111993,9,RHZ,WT,3.495434986,9RHZWT
5475,Otu497,2825.432559,9,RHZ,WT,3.451100316,9RHZWT
5476,Otu1316,1004.338982,9,RHZ,WT,3.001923559,9RHZWT
5477,Otu571,405.0777184,9,RHZ,WT,2.607645555,9RHZWT
5478,Otu890,7667.130662,9,RHZ,WT,3.884638529,9RHZWT
5479,Otu691,0,9,RHZ,WT,-1,9RHZWT
5480,Otu1395,0,9,RHZ,WT,-1,9RHZWT
5481,Otu762,122.0398369,9,RHZ,WT,2.086857336,9RHZWT
5482,Otu1104,0,9,RHZ,WT,-1,9RHZWT
5483,Otu1109,206.3272706,9,RHZ,WT,2.31476707,9RHZWT
5484,Otu5029,0,9,RHZ,WT,-1,9RHZWT
5485,Otu475,0,9,RHZ,WT,-1,9RHZWT
5486,Otu1252,0,9,RHZ,WT,-1,9RHZWT
5487,Otu10917,0,9,RHZ,WT,-1,9RHZWT
5488,Otu697,0,9,RHZ,WT,-1,9RHZWT
5489,Otu841,2629.396841,9,RHZ,WT,3.419872653,9RHZWT
5490,Otu1119,5008.189065,9,RHZ,WT,3.699689387,9RHZWT
5491,Otu9148,0,9,RHZ,WT,-1,9RHZWT
5492,Otu519,913.3512478,9,RHZ,WT,2.960685373,9RHZWT
5493,Otu545,2622.204963,9,RHZ,WT,3.418683197,9RHZWT
5494,Otu728,166.0002202,9,RHZ,WT,2.220370208,9RHZWT
5495,Otu969,804,9,RHZ,WT,2.905310062,9RHZWT
5496,Otu573,676.1806006,9,RHZ,WT,2.83012693,9RHZWT
5497,Otu984,913.3512478,9,RHZ,WT,2.960685373,9RHZWT
5498,Otu1148,2,9,RHZ,WT,0.322219295,9RHZWT
5499,Otu853,804,9,RHZ,WT,2.905310062,9RHZWT
5500,Otu592,0,9,RHZ,WT,-1,9RHZWT
5501,Otu499,0,9,RHZ,WT,-1,9RHZWT
5502,Otu1251,0,9,RHZ,WT,-1,9RHZWT
5503,Otu492,3173.772347,9,RHZ,WT,3.501589455,9RHZWT
5504,Otu810,1586.383388,9,RHZ,WT,3.200435529,9RHZWT
5505,Otu482,2,9,RHZ,WT,0.322219295,9RHZWT
5506,Otu1352,0,9,RHZ,WT,-1,9RHZWT
5507,Otu804,7196.066036,9,RHZ,WT,3.857101175,9RHZWT
5508,Otu1720,6745.180062,9,RHZ,WT,3.828999986,9RHZWT
5509,Otu834,1438.935006,9,RHZ,WT,3.158071359,9RHZWT
5510,Otu2689,0,9,RHZ,WT,-1,9RHZWT
5511,Otu1259,0,9,RHZ,WT,-1,9RHZWT
5512,Otu887,0.5,9,RHZ,WT,-0.22184875,9RHZWT
5513,Otu997,0,9,RHZ,WT,-1,9RHZWT
5514,Otu1012,0,9,RHZ,WT,-1,9RHZWT
5515,Otu614,0,9,RHZ,WT,-1,9RHZWT
5516,Otu934,0,9,RHZ,WT,-1,9RHZWT
5517,Otu902,1750.508333,9,RHZ,WT,3.243188991,9RHZWT
5518,Otu929,0,9,RHZ,WT,-1,9RHZWT
5519,Otu539,49.4083828,9,RHZ,WT,1.69467874,9RHZWT
5520,Otu669,6891.396693,9,RHZ,WT,3.838313552,9RHZWT
5521,Otu962,0,9,RHZ,WT,-1,9RHZWT
5522,Otu11266,1,9,RHZ,WT,0.041392685,9RHZWT
5523,Otu656,2657.987544,9,RHZ,WT,3.42456928,9RHZWT
5524,Otu557,804,9,RHZ,WT,2.905310062,9RHZWT
5525,Otu630,144.6225691,9,RHZ,WT,2.160536264,9RHZWT
5526,Otu833,0,9,RHZ,WT,-1,9RHZWT
5527,Otu5996,0,9,RHZ,WT,-1,9RHZWT
5528,Otu521,807,9,RHZ,WT,2.906927347,9RHZWT
5529,Otu2780,0,9,RHZ,WT,-1,9RHZWT
5530,Otu661,0,9,RHZ,WT,-1,9RHZWT
5531,Otu1416,0,9,RHZ,WT,-1,9RHZWT
5532,Otu628,2,9,RHZ,WT,0.322219295,9RHZWT
5533,Otu745,1607,9,RHZ,WT,3.206042901,9RHZWT
5534,Otu772,380.1417476,9,RHZ,WT,2.580059797,9RHZWT
5535,Otu14640,2408,9,RHZ,WT,3.381674518,9RHZWT
5536,Otu7331,29.42111346,9,RHZ,WT,1.470132734,9RHZWT
5537,Otu12144,0,9,RHZ,WT,-1,9RHZWT
5538,Otu531,0,9,RHZ,WT,-1,9RHZWT
5539,Otu13045,5752.347715,9,RHZ,WT,3.75985268,9RHZWT
5540,Otu529,0,9,RHZ,WT,-1,9RHZWT
5541,Otu823,0,9,RHZ,WT,-1,9RHZWT
5542,Otu689,13010.76913,9,RHZ,WT,4.114306309,9RHZWT
5543,Otu1389,6,9,RHZ,WT,0.785329835,9RHZWT
5544,Otu11100,0,9,RHZ,WT,-1,9RHZWT
5545,Otu550,832.9707799,9,RHZ,WT,2.920681902,9RHZWT
5546,Otu542,0,9,RHZ,WT,-1,9RHZWT
5547,Otu560,0,9,RHZ,WT,-1,9RHZWT
5548,Otu660,0,9,RHZ,WT,-1,9RHZWT
5549,Otu7272,0,9,RHZ,WT,-1,9RHZWT
5550,Otu716,75.27034681,9,RHZ,WT,1.877200514,9RHZWT
5551,Otu1329,824.5857438,9,RHZ,WT,2.916288487,9RHZWT
5552,Otu1129,28.59381145,9,RHZ,WT,1.45778824,9RHZWT
5553,Otu1010,0,9,RHZ,WT,-1,9RHZWT
5554,Otu625,804,9,RHZ,WT,2.905310062,9RHZWT
5555,Otu737,6829.635329,9,RHZ,WT,3.834403874,9RHZWT
5556,Otu16005,875.9516784,9,RHZ,WT,2.942529726,9RHZWT
5557,Otu7625,0,9,RHZ,WT,-1,9RHZWT
5558,Otu2989,0,9,RHZ,WT,-1,9RHZWT
5559,Otu721,0,9,RHZ,WT,-1,9RHZWT
5560,Otu564,3818.01064,9,RHZ,WT,3.581848509,9RHZWT
5561,Otu840,16110.62455,9,RHZ,WT,4.207115073,9RHZWT
5562,Otu2577,0,9,RHZ,WT,-1,9RHZWT
5563,Otu4275,0,9,RHZ,WT,-1,9RHZWT
5564,Otu718,0,9,RHZ,WT,-1,9RHZWT
5565,Otu1050,0,9,RHZ,WT,-1,9RHZWT
5566,Otu14241,0,9,RHZ,WT,-1,9RHZWT
5567,Otu1312,2,9,RHZ,WT,0.322219295,9RHZWT
5568,Otu1204,0.333333333,9,RHZ,WT,-0.363177902,9RHZWT
5569,Otu1494,0,9,RHZ,WT,-1,9RHZWT
5570,Otu1477,0,9,RHZ,WT,-1,9RHZWT
5571,Otu663,0,9,RHZ,WT,-1,9RHZWT
5572,Otu1124,573.4849934,9,RHZ,WT,2.75859778,9RHZWT
5573,Otu1542,7997.446281,9,RHZ,WT,3.902956762,9RHZWT
5574,Otu706,5126.095054,9,RHZ,WT,3.709795127,9RHZWT
5575,Otu1532,727.2236988,9,RHZ,WT,2.861727739,9RHZWT
5576,Otu725,10.9320202,9,RHZ,WT,1.042655048,9RHZWT
5577,Otu3524,3583.101263,9,RHZ,WT,3.554271203,9RHZWT
5578,Otu755,0,9,RHZ,WT,-1,9RHZWT
5579,Otu1059,1953.457355,9,RHZ,WT,3.290826166,9RHZWT
5580,Otu1182,0,9,RHZ,WT,-1,9RHZWT
5581,Otu1180,0,9,RHZ,WT,-1,9RHZWT
5582,Otu946,0,9,RHZ,WT,-1,9RHZWT
5583,Otu6410,45.33333333,9,RHZ,WT,1.657374601,9RHZWT
5584,Otu795,0,9,RHZ,WT,-1,9RHZWT
5585,Otu2002,0,9,RHZ,WT,-1,9RHZWT
5586,Otu1722,3369.924983,9,RHZ,WT,3.52763312,9RHZWT
5587,Otu686,0,9,RHZ,WT,-1,9RHZWT
5588,Otu1151,1404.799366,9,RHZ,WT,3.147645217,9RHZWT
5589,Otu1075,804,9,RHZ,WT,2.905310062,9RHZWT
5590,Otu2787,4000,9,RHZ,WT,3.602070849,9RHZWT
5591,Otu1060,67.0976578,9,RHZ,WT,1.827354136,9RHZWT
5592,Otu763,12177.3206,9,RHZ,WT,4.085555307,9RHZWT
5593,Otu712,91.97523677,9,RHZ,WT,1.964142844,9RHZWT
5594,Otu1042,39.62395082,9,RHZ,WT,1.599052436,9RHZWT
5595,Otu665,1.666666667,9,RHZ,WT,0.247154615,9RHZWT
5596,Otu609,3774.966854,9,RHZ,WT,3.576924647,9RHZWT
5597,Otu1065,7763.002675,9,RHZ,WT,3.89003533,9RHZWT
5598,Otu1172,0,9,RHZ,WT,-1,9RHZWT
5599,Otu1140,6613.818278,9,RHZ,WT,3.820458824,9RHZWT
5600,Otu9392,1607,9,RHZ,WT,3.206042901,9RHZWT
5601,Otu1126,0,9,RHZ,WT,-1,9RHZWT
5602,Otu671,0,9,RHZ,WT,-1,9RHZWT
5603,Otu2144,1421.462059,9,RHZ,WT,3.152765824,9RHZWT
5604,Otu1218,383.7200582,9,RHZ,WT,2.584127667,9RHZWT
5605,Otu1276,2403.875221,9,RHZ,WT,3.380929987,9RHZWT
5606,Otu1288,0,9,RHZ,WT,-1,9RHZWT
5607,Otu618,0,9,RHZ,WT,-1,9RHZWT
5608,Otu982,3204,9,RHZ,WT,3.505706062,9RHZWT
5609,Otu1168,7286.317204,9,RHZ,WT,3.862514034,9RHZWT
5610,Otu6102,18635.43646,9,RHZ,WT,4.270341899,9RHZWT
5611,Otu627,1607,9,RHZ,WT,3.206042901,9RHZWT
5612,Otu1723,236.9786727,9,RHZ,WT,2.374892487,9RHZWT
5613,Otu693,17.95919266,9,RHZ,WT,1.256698331,9RHZWT
5614,Otu644,2443.161099,9,RHZ,WT,3.38796988,9RHZWT
5615,Otu1007,3549.397363,9,RHZ,WT,3.550166858,9RHZWT
5616,Otu945,0,9,RHZ,WT,-1,9RHZWT
5617,Otu1428,0,9,RHZ,WT,-1,9RHZWT
5618,Otu3121,2993.11995,9,RHZ,WT,3.476138631,9RHZWT
5619,Otu1931,7810.163256,9,RHZ,WT,3.892665673,9RHZWT
5620,Otu9757,0,9,RHZ,WT,-1,9RHZWT
5621,Otu750,1034.658911,9,RHZ,WT,3.014839175,9RHZWT
5622,Otu635,0,9,RHZ,WT,-1,9RHZWT
5623,Otu1440,0,9,RHZ,WT,-1,9RHZWT
5624,Otu1238,0,9,RHZ,WT,-1,9RHZWT
5625,Otu4055,3,9,RHZ,WT,0.491361694,9RHZWT
5626,Otu9257,5,9,RHZ,WT,0.707570176,9RHZWT
5627,Otu3868,804,9,RHZ,WT,2.905310062,9RHZWT
5628,Otu11508,0,9,RHZ,WT,-1,9RHZWT
5629,Otu1167,0,9,RHZ,WT,-1,9RHZWT
5630,Otu1108,0,9,RHZ,WT,-1,9RHZWT
5631,Otu865,0,9,RHZ,WT,-1,9RHZWT
5632,Otu786,0,9,RHZ,WT,-1,9RHZWT
5633,Otu998,5,9,RHZ,WT,0.707570176,9RHZWT
5634,Otu1225,0,9,RHZ,WT,-1,9RHZWT
5635,Otu956,0,9,RHZ,WT,-1,9RHZWT
5636,Otu923,0,9,RHZ,WT,-1,9RHZWT
5637,Otu1296,2857.493657,9,RHZ,WT,3.456000473,9RHZWT
5638,Otu861,4135.343064,9,RHZ,WT,3.616522046,9RHZWT
5639,Otu808,0,9,RHZ,WT,-1,9RHZWT
5640,Otu1025,0,9,RHZ,WT,-1,9RHZWT
5641,Otu1796,693.1811468,9,RHZ,WT,2.84090939,9RHZWT
5642,Otu16826,2676.47681,9,RHZ,WT,3.427579711,9RHZWT
5643,Otu916,0,9,RHZ,WT,-1,9RHZWT
5644,Otu1131,12.52897562,9,RHZ,WT,1.101368125,9RHZWT
5645,Otu11258,804,9,RHZ,WT,2.905310062,9RHZWT
5646,Otu1568,0,9,RHZ,WT,-1,9RHZWT
5647,Otu1320,0,9,RHZ,WT,-1,9RHZWT
5648,Otu14874,0,9,RHZ,WT,-1,9RHZWT
5649,Otu1159,14473.72572,9,RHZ,WT,4.160583339,9RHZWT
5650,Otu803,0.5,9,RHZ,WT,-0.22184875,9RHZWT
5651,Otu1434,938.4430099,9,RHZ,WT,2.97245418,9RHZWT
5652,Otu11140,735.2855937,9,RHZ,WT,2.866515118,9RHZWT
5653,Otu14915,11511.14086,9,RHZ,WT,4.061122141,9RHZWT
5654,Otu779,0,9,RHZ,WT,-1,9RHZWT
5655,Otu736,2409.010683,9,RHZ,WT,3.381856753,9RHZWT
5656,Otu1262,20674.37434,9,RHZ,WT,4.315434476,9RHZWT
5657,Otu2403,784.7191624,9,RHZ,WT,2.894769598,9RHZWT
5658,Otu1662,0,9,RHZ,WT,-1,9RHZWT
5659,Otu1115,0,9,RHZ,WT,-1,9RHZWT
5660,Otu905,2235.937674,9,RHZ,WT,3.349479117,9RHZWT
5661,Otu1220,31.65053907,9,RHZ,WT,1.501751103,9RHZWT
5662,Otu796,125.6679311,9,RHZ,WT,2.099569917,9RHZWT
5663,Otu15663,6055.285256,9,RHZ,WT,3.782141779,9RHZWT
5664,Otu990,0,9,RHZ,WT,-1,9RHZWT
5665,Otu768,1588.322341,9,RHZ,WT,3.200965987,9RHZWT
5666,Otu1026,0,9,RHZ,WT,-1,9RHZWT
5667,Otu994,0,9,RHZ,WT,-1,9RHZWT
5668,Otu2127,94.98174883,9,RHZ,WT,1.978097161,9RHZWT
5669,Otu9704,5820.433091,9,RHZ,WT,3.764962763,9RHZWT
5670,Otu2944,449.1785583,9,RHZ,WT,2.652515693,9RHZWT
5671,Otu1348,0,9,RHZ,WT,-1,9RHZWT
5672,Otu1169,0,9,RHZ,WT,-1,9RHZWT
5673,Otu7342,1401.455005,9,RHZ,WT,3.146610147,9RHZWT
5674,Otu3807,1606,9,RHZ,WT,3.205772582,9RHZWT
5675,Otu917,31.35947232,9,RHZ,WT,1.497751434,9RHZWT
5676,Otu1656,0,9,RHZ,WT,-1,9RHZWT
5677,Otu1093,0,9,RHZ,WT,-1,9RHZWT
5678,Otu819,804,9,RHZ,WT,2.905310062,9RHZWT
5679,Otu3694,0,9,RHZ,WT,-1,9RHZWT
5680,Otu2540,1210.834907,9,RHZ,WT,3.083120799,9RHZWT
5681,Otu1580,7582.849541,9,RHZ,WT,3.879838166,9RHZWT
5682,Otu1255,0,9,RHZ,WT,-1,9RHZWT
5683,Otu1904,0,9,RHZ,WT,-1,9RHZWT
5684,Otu885,0,9,RHZ,WT,-1,9RHZWT
5685,Otu1503,0,9,RHZ,WT,-1,9RHZWT
5686,Otu1177,0,9,RHZ,WT,-1,9RHZWT
5687,Otu1789,804,9,RHZ,WT,2.905310062,9RHZWT
5688,Otu842,0,9,RHZ,WT,-1,9RHZWT
5689,Otu809,0,9,RHZ,WT,-1,9RHZWT
5690,Otu2090,0,9,RHZ,WT,-1,9RHZWT
5691,Otu4230,0,9,RHZ,WT,-1,9RHZWT
5692,Otu894,0,9,RHZ,WT,-1,9RHZWT
5693,Otu1260,0,9,RHZ,WT,-1,9RHZWT
5694,Otu1629,6475.188508,9,RHZ,WT,3.811259123,9RHZWT
5695,Otu1090,0,9,RHZ,WT,-1,9RHZWT
5696,Otu935,0,9,RHZ,WT,-1,9RHZWT
5697,Otu837,148.6171567,9,RHZ,WT,2.172361074,9RHZWT
5698,Otu1606,1065.745171,9,RHZ,WT,3.027694122,9RHZWT
5699,Otu6645,0,9,RHZ,WT,-1,9RHZWT
5700,Otu1442,13161.98568,9,RHZ,WT,4.119324714,9RHZWT
5701,Otu2550,0,9,RHZ,WT,-1,9RHZWT
5702,Otu2792,29472.41964,9,RHZ,WT,4.469417266,9RHZWT
5703,Otu883,297.842838,9,RHZ,WT,2.47413295,9RHZWT
5704,Otu1461,230.775624,9,RHZ,WT,2.363378082,9RHZWT
5705,Otu6682,979.842251,9,RHZ,WT,2.991200483,9RHZWT
5706,Otu1475,0,9,RHZ,WT,-1,9RHZWT
5707,Otu8976,0,9,RHZ,WT,-1,9RHZWT
5708,Otu1741,0,9,RHZ,WT,-1,9RHZWT
5709,Otu4341,66.60128884,9,RHZ,WT,1.824134226,9RHZWT
5710,Otu11629,0,9,RHZ,WT,-1,9RHZWT
5711,Otu874,2312.115964,9,RHZ,WT,3.364028395,9RHZWT
5712,Otu1046,0,9,RHZ,WT,-1,9RHZWT
5713,Otu1739,0,9,RHZ,WT,-1,9RHZWT
5714,Otu1043,0,9,RHZ,WT,-1,9RHZWT
5715,Otu1036,0,9,RHZ,WT,-1,9RHZWT
5716,Otu910,1359.258412,9,RHZ,WT,3.133333979,9RHZWT
5717,Otu2266,808.9017513,9,RHZ,WT,2.907949462,9RHZWT
5718,Otu14272,377.0446792,9,RHZ,WT,2.576507985,9RHZWT
5719,Otu954,0,9,RHZ,WT,-1,9RHZWT
5720,Otu14202,0,9,RHZ,WT,-1,9RHZWT
5721,Otu4888,6489.898259,9,RHZ,WT,3.81224458,9RHZWT
5722,Otu1577,6551.535816,9,RHZ,WT,3.816349748,9RHZWT
5723,Otu2887,6395.810604,9,RHZ,WT,3.805902385,9RHZWT
5724,Otu12711,8277.580365,9,RHZ,WT,3.917908652,9RHZWT
5725,Otu1932,1221.444898,9,RHZ,WT,3.086909434,9RHZWT
5726,Otu955,3493.249865,9,RHZ,WT,3.543242083,9RHZWT
5727,Otu1039,243.7258419,9,RHZ,WT,2.387079732,9RHZWT
5728,Otu1975,0,9,RHZ,WT,-1,9RHZWT
5729,Otu1373,0,9,RHZ,WT,-1,9RHZWT
5730,Otu8540,6616.514129,9,RHZ,WT,3.820635808,9RHZWT
5731,Otu1999,0,9,RHZ,WT,-1,9RHZWT
5732,Otu986,451.8960843,9,RHZ,WT,2.655134672,9RHZWT
5733,Otu1029,0,9,RHZ,WT,-1,9RHZWT
5734,Otu1463,0,9,RHZ,WT,-1,9RHZWT
5735,Otu1522,219.7888375,9,RHZ,WT,2.342203183,9RHZWT
5736,Otu2166,4932.52044,9,RHZ,WT,3.693077698,9RHZWT
5737,Otu1376,1.5,9,RHZ,WT,0.204119983,9RHZWT
5738,Otu3716,18635.37914,9,RHZ,WT,4.270340564,9RHZWT
5739,Otu1057,0,9,RHZ,WT,-1,9RHZWT
5740,Otu1435,5688.658607,9,RHZ,WT,3.755017506,9RHZWT
5741,Otu1193,0,9,RHZ,WT,-1,9RHZWT
5742,Otu1488,7117.260695,9,RHZ,WT,3.852318976,9RHZWT
5743,Otu1190,4006,9,RHZ,WT,3.602721786,9RHZWT
5744,Otu995,1832.716928,9,RHZ,WT,3.263119087,9RHZWT
5745,Otu1476,0,9,RHZ,WT,-1,9RHZWT
5746,Otu1063,0,9,RHZ,WT,-1,9RHZWT
5747,Otu7643,0,9,RHZ,WT,-1,9RHZWT
5748,Otu1472,1978.085857,9,RHZ,WT,3.296267093,9RHZWT
5749,Otu1014,21337.28127,9,RHZ,WT,4.329141118,9RHZWT
5750,Otu1681,0,9,RHZ,WT,-1,9RHZWT
5751,Otu1775,804,9,RHZ,WT,2.905310062,9RHZWT
5752,Otu3655,0,9,RHZ,WT,-1,9RHZWT
5753,Otu2683,0,9,RHZ,WT,-1,9RHZWT
5754,Otu1077,1517.570827,9,RHZ,WT,3.181177586,9RHZWT
5755,Otu1396,0,9,RHZ,WT,-1,9RHZWT
5756,Otu1069,804,9,RHZ,WT,2.905310062,9RHZWT
5757,Otu1927,0,9,RHZ,WT,-1,9RHZWT
5758,Otu1256,20736.49732,9,RHZ,WT,4.316737494,9RHZWT
5759,Otu1015,0,9,RHZ,WT,-1,9RHZWT
5760,Otu4105,0,9,RHZ,WT,-1,9RHZWT
5761,Otu1244,0,9,RHZ,WT,-1,9RHZWT
5762,Otu1704,0,9,RHZ,WT,-1,9RHZWT
5763,Otu1234,0,9,RHZ,WT,-1,9RHZWT
5764,Otu1637,4719.993921,9,RHZ,WT,3.67395064,9RHZWT
5765,Otu2288,1961.805058,9,RHZ,WT,3.292677987,9RHZWT
5766,Otu11386,3776.81666,9,RHZ,WT,3.577137402,9RHZWT
5767,Otu16987,538.6304133,9,RHZ,WT,2.731371494,9RHZWT
5768,Otu1095,2997.029642,9,RHZ,WT,3.476705529,9RHZWT
5769,Otu7450,0,9,RHZ,WT,-1,9RHZWT
5770,Otu1419,0,9,RHZ,WT,-1,9RHZWT
5771,Otu7188,5.841831502,9,RHZ,WT,0.773920332,9RHZWT
5772,Otu1142,475.062582,9,RHZ,WT,2.676842234,9RHZWT
5773,Otu8979,0,9,RHZ,WT,-1,9RHZWT
5774,Otu1130,2685.372749,9,RHZ,WT,3.42902075,9RHZWT
5775,Otu9895,72.29518578,9,RHZ,WT,1.859709687,9RHZWT
5776,Otu1619,0,9,RHZ,WT,-1,9RHZWT
5777,Otu1640,28622.44622,9,RHZ,WT,4.456708265,9RHZWT
5778,Otu1754,5979.750333,9,RHZ,WT,3.776690314,9RHZWT
5779,Otu1668,5,9,RHZ,WT,0.707570176,9RHZWT
5780,Otu1743,0,9,RHZ,WT,-1,9RHZWT
5781,Otu1216,3799.732363,9,RHZ,WT,3.579764437,9RHZWT
5782,Otu1079,0,9,RHZ,WT,-1,9RHZWT
5783,Otu1379,1398.691224,9,RHZ,WT,3.145752899,9RHZWT
5784,Otu4150,3785.602213,9,RHZ,WT,3.578146449,9RHZWT
5785,Otu1846,0,9,RHZ,WT,-1,9RHZWT
5786,Otu2742,0,9,RHZ,WT,-1,9RHZWT
5787,Otu11409,8779.073419,9,RHZ,WT,3.943453628,9RHZWT
5788,Otu2327,0,9,RHZ,WT,-1,9RHZWT
5789,Otu1205,0,9,RHZ,WT,-1,9RHZWT
5790,Otu2352,2417.283382,9,RHZ,WT,3.383345532,9RHZWT
5791,Otu1249,804,9,RHZ,WT,2.905310062,9RHZWT
5792,Otu1353,0,9,RHZ,WT,-1,9RHZWT
5793,Otu1237,0,9,RHZ,WT,-1,9RHZWT
5794,Otu2416,3564.406517,9,RHZ,WT,3.551999413,9RHZWT
5795,Otu6107,870.9355894,9,RHZ,WT,2.9400359,9RHZWT
5796,Otu1174,4672.575189,9,RHZ,WT,3.669565593,9RHZWT
5797,Otu12203,0,9,RHZ,WT,-1,9RHZWT
5798,Otu1737,0,9,RHZ,WT,-1,9RHZWT
5799,Otu1201,0,9,RHZ,WT,-1,9RHZWT
5800,Otu1285,3805.474104,9,RHZ,WT,3.580420183,9RHZWT
5801,Otu1760,1021.66048,9,RHZ,WT,3.009349101,9RHZWT
5802,Otu1219,0,9,RHZ,WT,-1,9RHZWT
5803,Otu1429,1.375,9,RHZ,WT,0.16879202,9RHZWT
5804,Otu4171,0,9,RHZ,WT,-1,9RHZWT
5805,Otu1468,700.55,9,RHZ,WT,2.845501126,9RHZWT
5806,Otu1292,105.056994,9,RHZ,WT,2.021838163,9RHZWT
5807,Otu2220,1114.221598,9,RHZ,WT,3.047010548,9RHZWT
5808,Otu1993,44091.49934,9,RHZ,WT,4.644355852,9RHZWT
5809,Otu1600,0,9,RHZ,WT,-1,9RHZWT
5810,Otu2182,5,9,RHZ,WT,0.707570176,9RHZWT
5811,Otu1916,0,9,RHZ,WT,-1,9RHZWT
5812,Otu1511,1606,9,RHZ,WT,3.205772582,9RHZWT
5813,Otu2647,0,9,RHZ,WT,-1,9RHZWT
5814,Otu4014,0,9,RHZ,WT,-1,9RHZWT
5815,Otu2007,89.98441684,9,RHZ,WT,1.954649671,9RHZWT
5816,Otu14171,4106.092003,9,RHZ,WT,3.613439253,9RHZWT
5817,Otu1877,0,9,RHZ,WT,-1,9RHZWT
5818,Otu2956,0.25,9,RHZ,WT,-0.455931956,9RHZWT
5819,Otu1852,667.5295576,9,RHZ,WT,2.824535556,9RHZWT
5820,Otu2018,0,9,RHZ,WT,-1,9RHZWT
5821,Otu1538,0,9,RHZ,WT,-1,9RHZWT
5822,Otu1601,0,9,RHZ,WT,-1,9RHZWT
5823,Otu2462,804,9,RHZ,WT,2.905310062,9RHZWT
5824,Otu1548,0,9,RHZ,WT,-1,9RHZWT
5825,Otu1645,14.5068173,9,RHZ,WT,1.164555597,9RHZWT
5826,Otu2314,0,9,RHZ,WT,-1,9RHZWT
5827,Otu1670,1583.951657,9,RHZ,WT,3.19976934,9RHZWT
5828,Otu6177,0,9,RHZ,WT,-1,9RHZWT
5829,Otu1884,0,9,RHZ,WT,-1,9RHZWT
5830,Otu1585,0,9,RHZ,WT,-1,9RHZWT
5831,Otu1692,69.61459988,9,RHZ,WT,1.843323739,9RHZWT
5832,Otu3013,0,9,RHZ,WT,-1,9RHZWT
5833,Otu1794,806.2301587,9,RHZ,WT,2.906512904,9RHZWT
5834,Otu4702,0,9,RHZ,WT,-1,9RHZWT
5835,Otu4127,804,9,RHZ,WT,2.905310062,9RHZWT
5836,Otu4266,6480.70336,9,RHZ,WT,3.811628844,9RHZWT
5837,Otu3688,0,9,RHZ,WT,-1,9RHZWT
5838,Otu3,3,9,RHZ,RNAi,0.491361694,9RHZRNAi
5839,Otu17,1029.94945,9,RHZ,RNAi,3.012858075,9RHZRNAi
5840,Otu4,1336.303398,9,RHZ,RNAi,3.125937571,9RHZRNAi
5841,Otu12,0,9,RHZ,RNAi,-1,9RHZRNAi
5842,Otu13,9506.177321,9,RHZ,RNAi,3.97801048,9RHZRNAi
5843,Otu15,15774.88017,9,RHZ,RNAi,4.197968822,9RHZRNAi
5844,Otu9,9,9,RHZ,RNAi,0.959041392,9RHZRNAi
5845,Otu14,420.0275036,9,RHZ,RNAi,2.623381114,9RHZRNAi
5846,Otu7,0,9,RHZ,RNAi,-1,9RHZRNAi
5847,Otu40,4330.695872,9,RHZ,RNAi,3.636567714,9RHZRNAi
5848,Otu5,5791.708271,9,RHZ,RNAi,3.762814177,9RHZRNAi
5849,Otu24,7784.694332,9,RHZ,RNAi,3.891247143,9RHZRNAi
5850,Otu68,1039.374019,9,RHZ,RNAi,3.016813639,9RHZRNAi
5851,Otu26,2602.902329,9,RHZ,RNAi,3.415474557,9RHZRNAi
5852,Otu16,0,9,RHZ,RNAi,-1,9RHZRNAi
5853,Otu10,4391.01367,9,RHZ,RNAi,3.64257468,9RHZRNAi
5854,Otu50,59176.4272,9,RHZ,RNAi,4.772149475,9RHZRNAi
5855,Otu18,1714.765631,9,RHZ,RNAi,3.234230096,9RHZRNAi
5856,Otu19,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5857,Otu74,0,9,RHZ,RNAi,-1,9RHZRNAi
5858,Otu44,40.5,9,RHZ,RNAi,1.608526034,9RHZRNAi
5859,Otu71,909.0322176,9,RHZ,RNAi,2.958627048,9RHZRNAi
5860,Otu65,15390.27463,9,RHZ,RNAi,4.187249192,9RHZRNAi
5861,Otu29,0,9,RHZ,RNAi,-1,9RHZRNAi
5862,Otu1055,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5863,Otu23,544.7159325,9,RHZ,RNAi,2.7362498,9RHZRNAi
5864,Otu159,1272,9,RHZ,RNAi,3.104521253,9RHZRNAi
5865,Otu20,2290.445386,9,RHZ,RNAi,3.359938901,9RHZRNAi
5866,Otu51,29553.33368,9,RHZ,RNAi,4.470607947,9RHZRNAi
5867,Otu77,4509.304723,9,RHZ,RNAi,3.654119215,9RHZRNAi
5868,Otu69,374.8432365,9,RHZ,RNAi,2.573965524,9RHZRNAi
5869,Otu48,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5870,Otu116,2985.74756,9,RHZ,RNAi,3.475067631,9RHZRNAi
5871,Otu52,4164.685541,9,RHZ,RNAi,3.619592643,9RHZRNAi
5872,Otu31,14600.16343,9,RHZ,RNAi,4.164360692,9RHZRNAi
5873,Otu87,2101.409117,9,RHZ,RNAi,3.322531278,9RHZRNAi
